Location,Main Library Name,10.15 Phone,Latitude,Longtitude,10.6 Street Address,10.7 City,10.8 Zip Code,10.9 Zip+4 Code,10.1 FSCSKey,URL
MARCY BRANCH LIBRARY,RIVERSIDE PUBLIC LIBRARY,(951) 826-2078,33.94800,-117.40080,6927 MAGNOLIA AVENUE,RIVERSIDE,92506,2468,CA0103,http://www.riversideca.gov/library/
ORANGE TERRACE LIBRARY,RIVERSIDE PUBLIC LIBRARY,(951) 826-2184,33.89509,-117.31261,20010-B ORANGE TERRACE PKWY,RIVERSIDE,92508,3097,CA0103,http://www.riversideca.gov/library/
RIVERSIDE MAIN LIBRARY,RIVERSIDE PUBLIC LIBRARY,(951) 826-5201,33.98301,-117.37145,3900 MISSION INN AVE.,RIVERSIDE,92501,3306,CA0103,http://www.riversideca.gov/library/
MAIDU BRANCH LIBRARY,ROSEVILLE PUBLIC LIBRARY,(916) 774-5221,38.73553,-121.25311,1530 MAIDU DRIVE,ROSEVILLE,95661,4956,CA0104,http://www.roseville.ca.us/library
MARTHA RILEY COMMUNITY LIBRARY,ROSEVILLE PUBLIC LIBRARY,(916) 774-5221,38.76751,-121.33203,1501 PLEASANT GROVE BLVD,ROSEVILLE,95747,6919,CA0104,http://www.roseville.ca.us/library
ROSEVILLE PUBLIC LIBRARY,ROSEVILLE PUBLIC LIBRARY,(916) 774-5221,38.74616,-121.28465,225 TAYLOR ST.,ROSEVILLE,95678,2681,CA0104,http://www.roseville.ca.us/library
ARCADE COMMUNITY LIBRARY,SACRAMENTO PUBLIC LIBRARY,(916) 264-2700,38.61861,-121.40409,2443 MARCONI AVE.,SACRAMENTO,95821,4889,CA0105,http://www.saclibrary.org
ARDEN-DIMICK LIBRARY,SACRAMENTO PUBLIC LIBRARY,(916) 264-2700,38.58088,-121.38360,891 WATT AVE.,SACRAMENTO,95864,5057,CA0105,http://www.saclibrary.org
CARMICHAEL REGIONAL LIBRARY,SACRAMENTO PUBLIC LIBRARY,(916) 264-2700,38.61765,-121.33423,5605 MARCONI AVE.,CARMICHAEL,95608,4411,CA0105,http://www.saclibrary.org
CENTRAL LIBRARY,SACRAMENTO PUBLIC LIBRARY,(916) 264-2700,38.58167,-121.49508,828 I STREET,SACRAMENTO,95814,2589,CA0105,http://www.saclibrary.org
COLONIAL HEIGHTS LIBRARY,SACRAMENTO PUBLIC LIBRARY,(916) 264-2700,38.53256,-121.44531,4799 STOCKTON BLVD.,SACRAMENTO,95820,4500,CA0105,http://www.saclibrary.org
COOLEDGE LIBRARY,SACRAMENTO PUBLIC LIBRARY,(916) 264-2700,38.52406,-121.51193,5600 SOUTH LAND PARK DR.,SACRAMENTO,95822,3359,CA0105,http://www.saclibrary.org
COURTLAND LIBRARY,SACRAMENTO PUBLIC LIBRARY,(916) 264-2700,38.33063,-121.56637,170 PRIMASING AVE,COURTLAND,95615,9998,CA0105,http://www.saclibrary.org
DEL PASO HEIGHTS LIBRARY,SACRAMENTO PUBLIC LIBRARY,(916) 264-2700,38.63614,-121.44531,920 GRAND AVE.,SACRAMENTO,95838,3415,CA0105,http://www.saclibrary.org
ELK GROVE LIBRARY,SACRAMENTO PUBLIC LIBRARY,(916) 264-2700,38.40874,-121.37118,8900 ELK GROVE BLVD.,ELK GROVE,95624,1946,CA0105,http://www.saclibrary.org
FAIR OAKS LIBRARY,SACRAMENTO PUBLIC LIBRARY,(916) 264-2700,38.66258,-121.26313,11601 FAIR OAKS BLVD.,FAIR OAKS,95628,3749,CA0105,http://www.saclibrary.org
FRANKLIN LIBRARY,SACRAMENTO PUBLIC LIBRARY,(916) 264-2700,38.39202,-121.43147,10055 FRANKLIN HIGH ROAD,ELK GROVE,95757,5951,CA0105,http://www.saclibrary.org
GALT LIBRARY,SACRAMENTO PUBLIC LIBRARY,(916) 264-2700,38.25113,-121.29585,1000 CAROLINE AVE.,GALT,95632,2098,CA0105,http://www.saclibrary.org
ISLETON BRANCH LIBRARY,SACRAMENTO PUBLIC LIBRARY,(916) 264-2700,38.16163,-121.60866,412 UNION STREET,ISLETON,95641,N/A,CA0105,http://www.saclibrary.org
MARTIN LUTHER KING JR. REGIONAL LIBRARY,SACRAMENTO PUBLIC LIBRARY,(916) 264-2700,38.49122,-121.48088,7340 - 24TH ST. BYPASS,SACRAMENTO,95822,4951,CA0105,http://www.saclibrary.org
MCCLATCHY LIBRARY,SACRAMENTO PUBLIC LIBRARY,(916) 264-2700,38.56351,-121.48292,2112 22ND ST.,SACRAMENTO,95818,1802,CA0105,http://www.saclibrary.org
MCKINLEY LIBRARY,SACRAMENTO PUBLIC LIBRARY,(916) 264-2700,38.57678,-121.46280,601 ALHAMBRA BLVD.,SACRAMENTO,95816,3805,CA0105,http://www.saclibrary.org
NORTH HIGHLANDS-ANTELOPE LIBRARY,SACRAMENTO PUBLIC LIBRARY,(916) 264-2700,38.70464,-121.36479,4235 ANTELOPE ROAD,ANTELOPE,95843,2498,CA0105,http://www.saclibrary.org
NORTH NATOMAS LIBRARY,SACRAMENTO PUBLIC LIBRARY,(916) 264-2700,38.65746,-121.51799,4660 VIA INGOGLIA,SACRAMENTO,95835,2238,CA0105,http://www.saclibrary.org
NORTH SACRAMENTO/HAGGINWOOD LIBRARY,SACRAMENTO PUBLIC LIBRARY,(916) 264-2700,38.61009,-121.45140,2109 DEL PASO BLVD.,SACRAMENTO,95815,3001,CA0105,http://www.saclibrary.org
ORANGEVALE LIBRARY,SACRAMENTO PUBLIC LIBRARY,(916) 264-2700,38.67780,-121.22966,"8820 GREENBACK LANE, #L",ORANGEVALE,95662,4019,CA0105,http://www.saclibrary.org
POCKET-GREENHAVEN LIBRARY,SACRAMENTO PUBLIC LIBRARY,(916) 429-0926,38.49370,-121.53680,7335 GLORIA DRIVE,SACRAMENTO,95831,4580,CA0105,http://www.saclibrary.org
RANCHO CORDOVA LIBRARY,SACRAMENTO PUBLIC LIBRARY,(916) 264-2700,38.57655,-121.32920,9845 FOLSOM BLVD.,SACRAMENTO,95827,1328,CA0105,http://www.saclibrary.org
RIO LINDA LIBRARY,SACRAMENTO PUBLIC LIBRARY,(916) 264-2700,38.68942,-121.45159,631 L STREET,RIO LINDA,95673,2450,CA0105,http://www.saclibrary.org
SOUTH NATOMAS LIBRARY,SACRAMENTO PUBLIC LIBRARY,(916) 264-2700,38.61892,-121.50009,2901 TRUXEL ROAD,SACRAMENTO,95833,1860,CA0105,http://www.saclibrary.org
SOUTHGATE LIBRARY,SACRAMENTO PUBLIC LIBRARY,(916) 264-2700,38.49204,-121.43370,6132 66TH AVE.,SACRAMENTO,95823,2706,CA0105,http://www.saclibrary.org
SYLVAN OAKS LIBRARY,SACRAMENTO PUBLIC LIBRARY,(916) 264-2700,38.68664,-121.30750,6700 AUBURN BLVD.,CITRUS HEIGHTS,95621,4212,CA0105,http://www.saclibrary.org
VALLEY-HI NORTH LAGUNA LIBRARY,SACRAMENTO PUBLIC LIBRARY,(916) 264-2700,38.45237,-121.41735,7400 IMAGINATION PARKWAY,SACRAMENTO,95823,4655,CA0105,http://www.saclibrary.org
WALNUT GROVE LIBRARY,SACRAMENTO PUBLIC LIBRARY,(916) 264-2700,38.24078,-121.51402,14177 MARKET ST.,WALNUT GROVE,95690,N/A,CA0105,http://www.saclibrary.org
CESAR CHAVEZ LIBRARY,SALINAS PUBLIC LIBRARY,(831) 758-7345,36.68046,-121.60685,615 WILLIAMS RD.,SALINAS,93905,1997,CA0106,https://www.salinaspubliclibrary.org
EL GABILAN LIBRARY,SALINAS PUBLIC LIBRARY,(831) 758-7302,36.70506,-121.65251,1400 N. MAIN ST.,SALINAS,93906,2857,CA0106,https://www.salinaspubliclibrary.org
JOHN STEINBECK LIBRARY,SALINAS PUBLIC LIBRARY,(831) 758-7311,36.67202,-121.65729,350 LINCOLN AVE.,SALINAS,93901,2615,CA0106,https://www.salinaspubliclibrary.org
SAN ANSELMO PUBLIC LIBRARY,SAN ANSELMO PUBLIC LIBRARY,(415) 258-4656,37.97446,-122.56299,110 TUNSTEAD AVE.,SAN ANSELMO,94960,2617,CA0107,http://sananselmolibrary.org
SAN BENITO COUNTY FREE LIBRARY,SAN BENITO COUNTY FREE LIBRARY,(831) 636-4107,36.85178,-121.40512,470 FIFTH ST.,HOLLISTER,95023,3885,CA0108,www.sbcfl.org
ADELANTO BRANCH LIBRARY,SAN BERNARDINO COUNTY LIBRARY,(760) 246-5661,34.57856,-117.41464,11497 BARTLETT,ADELANTO,92301,1753,CA0109,www.sbclib.org
APPLE VALLEY BRANCH LIBRARY,SAN BERNARDINO COUNTY LIBRARY,(760) 247-2022,34.52438,-117.21520,14901 DALE EVANS PARKWAY,APPLE VALLEY,92307,3350,CA0109,www.sbclib.org
BARSTOW BRANCH LIBRARY,SAN BERNARDINO COUNTY LIBRARY,(760) 256-4850,34.89527,-117.02428,304 E. BUENA VISTA,BARSTOW,92311,2895,CA0109,www.sbclib.org
BIG BEAR LAKE BRANCH LIBRARY,SAN BERNARDINO COUNTY LIBRARY,(909) 866-5571,34.24641,-116.88726,41930 GARSTIN DR.,BIG BEAR LAKE,92315,N/A,CA0109,www.sbclib.org
BLOOMINGTON BRANCH LIBRARY,SAN BERNARDINO COUNTY LIBRARY,-3,34.07087,-117.41101,18028 VALLEY BLVD,BLOOMINGTON,92316,1870,CA0109,www.sbclib.org
CAL AERO PRESERVE ACADEMY BRANCH LIBRARY,SAN BERNARDINO COUNTY LIBRARY,(909) 606-2173,33.96535,-117.62343,15850 MAIN STREET,CHINO,91708,9370,CA0109,www.sbclib.org
CARTER BRANCH LIBRARY,SAN BERNARDINO COUNTY LIBRARY,(909) 854-4100,34.14813,-117.40361,2630 N. LINDEN AVENUE,RIALTO,92377,8446,CA0109,www.sbclib.org
CHINO BRANCH LIBRARY,SAN BERNARDINO COUNTY LIBRARY,(909) 465-5280,34.01396,-117.68973,13180 CENTRAL AVE.,CHINO,91710,4125,CA0109,www.sbclib.org
CHINO HILLS,SAN BERNARDINO COUNTY LIBRARY,(909) 590-5380,33.99744,-117.73046,14020 CITY CENTER DRIVE,CHINO HILLS,91709,5442,CA0109,www.sbclib.org
CRESTLINE BRANCH LIBRARY,SAN BERNARDINO COUNTY LIBRARY,(909) 338-3294,34.24199,-117.27703,24105 LAKE GREGORY DR.,CRESTLINE,92325,N/A,CA0109,www.sbclib.org
FONTANA BRANCH LIBRARY,SAN BERNARDINO COUNTY LIBRARY,(909) 574-4500,34.10080,-117.43517,8437 SIERRA AVENUE,FONTANA,92335,3892,CA0109,www.sbclib.org
GRAND TERRACE BRANCH LIBRARY,SAN BERNARDINO COUNTY LIBRARY,(909) 783-0147,34.03517,-117.30697,22795 BARTON RD.,GRAND TERRACE,92313,5207,CA0109,www.sbclib.org
HESPERIA BRANCH LIBRARY,SAN BERNARDINO COUNTY LIBRARY,(760) 244-4898,34.42645,-117.31656,9650 SEVENTH AVE.,HESPERIA,92345,3462,CA0109,www.sbclib.org
HIGHLAND BRANCH LIBRARY,SAN BERNARDINO COUNTY LIBRARY,(909) 425-4700,34.11064,-117.21658,7863 CENTRAL AVENUE,HIGHLAND,92346,N/A,CA0109,www.sbclib.org
JOSHUA TREE BRANCH LIBRARY,SAN BERNARDINO COUNTY LIBRARY,(760) 366-8615,34.13560,-116.31495,6465 PARK BLVD.,JOSHUA TREE,92252,2371,CA0109,www.sbclib.org
KAISER BRANCH LIBRARY,SAN BERNARDINO COUNTY LIBRARY,(909) 357-5900,34.05063,-117.49252,11155 ALMOND AVE.,FONTANA,92337,7113,CA0109,www.sbclib.org
LAKE ARROWHEAD BRANCH LIBRARY,SAN BERNARDINO COUNTY LIBRARY,(909) 337-3118,34.24641,-117.20923,27235 HIGHWAY 189,BLUE JAY,92317,N/A,CA0109,www.sbclib.org
LOMA LINDA BRANCH LIBRARY,SAN BERNARDINO COUNTY LIBRARY,(909) 796-8621,34.04723,-117.24637,25581 BARTON ROAD,LOMA LINDA,92354,3125,CA0109,www.sbclib.org
LUCERNE VALLEY BRANCH LIBRARY,SAN BERNARDINO COUNTY LIBRARY,(760) 248-7521,34.44360,-116.94111,33103 OLD WOMAN SPRINGS RD.,LUCERNE VALLEY,92356,N/A,CA0109,www.sbclib.org
MENTONE BRANCH LIBRARY,SAN BERNARDINO COUNTY LIBRARY,(909) 794-0327,34.07091,-117.13419,1331 OPAL AVENUE,MENTONE,92359,N/A,CA0109,www.sbclib.org
MONTCLAIR BRANCH LIBRARY,SAN BERNARDINO COUNTY LIBRARY,(909) 624-4671,34.07282,-117.69326,9955 FREMONT AVE.,MONTCLAIR,91763,3223,CA0109,www.sbclib.org
MUSCOY BAKER FAMILY LEARNING CENTER,SAN BERNARDINO COUNTY LIBRARY,(909) 887-5167,34.14732,-117.34038,2818 MACY STREET,MUSCOY,92407,N/A,CA0109,www.sbclib.org
NEEDLES BRANCH LIBRARY,SAN BERNARDINO COUNTY LIBRARY,(760) 326-9255,34.83457,-114.61786,1111 BAILEY,NEEDLES,92363,3193,CA0109,www.sbclib.org
PHELAN MEMORIAL LIBRARY,SAN BERNARDINO COUNTY LIBRARY,(760) 868-3054,34.42844,-117.57536,9800 CLOVIS ROAD,PHELAN,92371,N/A,CA0109,www.sbclib.org
RIALTO BRANCH LIBRARY,SAN BERNARDINO COUNTY LIBRARY,(909) 875-0144,34.10029,-117.37400,251 W. FIRST ST.,RIALTO,92376,5899,CA0109,www.sbclib.org
RUNNING SPRINGS BRANCH LIBRARY,SAN BERNARDINO COUNTY LIBRARY,(909) 867-2554,34.20635,-117.10478,2677 WHISPERING PINES,RUNNING SPRINGS,92382,N/A,CA0109,www.sbclib.org
SUMMIT BRANCH LIBRARY,SAN BERNARDINO COUNTY LIBRARY,(909) 357-5950,34.14826,-117.46441,15551 SUMMIT AVENUE,FONTANA,92336,4605,CA0109,www.sbclib.org
TRONA BRANCH LIBRARY,SAN BERNARDINO COUNTY LIBRARY,(760) 372-5847,35.75773,-117.37875,82805 MT. VIEW ST.,TRONA,93562,1920,CA0109,www.sbclib.org
TWENTYNINE PALMS BRANCH LIBRARY,SAN BERNARDINO COUNTY LIBRARY,(760) 367-9519,34.14339,-116.05473,6078 ADOBE RD.,TWENTYNINE PALMS,92277,2389,CA0109,www.sbclib.org
WRIGHTWOOD BRANCH LIBRARY,SAN BERNARDINO COUNTY LIBRARY,(760) 249-4577,34.35973,-117.63504,6011 PINE STREET,WRIGHTWOOD,92397,N/A,CA0109,www.sbclib.org
YUCAIPA BRANCH LIBRARY,SAN BERNARDINO COUNTY LIBRARY,(909) 790-3146,34.03503,-117.05668,12040 FIFTH ST.,YUCAIPA,92399,2794,CA0109,www.sbclib.org
YUCCA VALLEY BRANCH LIBRARY,SAN BERNARDINO COUNTY LIBRARY,(760) 228-5455,34.12258,-116.41820,57098 TWENTYNINE PALMS HWY.,YUCCA VALLEY,92284,2957,CA0109,www.sbclib.org
DOROTHY INGHRAM BRANCH LIBRARY,SAN BERNARDINO PUBLIC LIBRARY,(909) 887-4494,34.13543,-117.31858,1505 W. HIGHLAND AVE.,SAN BERNARDINO,92411,1235,CA0110,http://www.sbpl.org
HOWARD M. ROWE BRANCH LIBRARY,SAN BERNARDINO PUBLIC LIBRARY,(909) 883-3411,34.14978,-117.28474,108 E. MARSHALL BLVD.,SAN BERNARDINO,92404,2214,CA0110,http://www.sbpl.org
NORMAN F. FELDHEYM LIBRARY,SAN BERNARDINO PUBLIC LIBRARY,(909) 381-8201,34.10958,-117.29540,555 W. SIXTH ST.,SAN BERNARDINO,92410,3094,CA0110,http://www.sbpl.org
PAUL VILLASENOR BRANCH LIBRARY,SAN BERNARDINO PUBLIC LIBRARY,(909) 383-5156,34.10891,-117.31358,525 N. MT. VERNON AVE.,SAN BERNARDINO,92411,2698,CA0110,http://www.sbpl.org
SAN BRUNO PUBLIC LIBRARY,SAN BRUNO PUBLIC LIBRARY,(650) 616-7078,37.62521,-122.41492,701 ANGUS AVE. W.,SAN BRUNO,94066,3490,CA0111,http://www.sanbrunolibrary.org
4S RANCH BRANCH,SAN DIEGO COUNTY LIBRARY,(858) 673-4697,33.02112,-117.11439,10433 RESERVE DR,SAN DIEGO,92127,3510,CA0112,https://www.sdcl.org
ALPINE LIBRARY,SAN DIEGO COUNTY LIBRARY,(619) 445-4221,32.83785,-116.77617,1752 ALPINE BOULEVARD,ALPINE,91901,2105,CA0112,https://www.sdcl.org
BONITA-SUNNYSIDE LIBRARY,SAN DIEGO COUNTY LIBRARY,(619) 475-4642,32.66143,-117.03431,4375 BONITA RD,BONITA,91902,1351,CA0112,https://www.sdcl.org
BORREGO SPRINGS LIBRARY,SAN DIEGO COUNTY LIBRARY,(760) 767-5761,33.25607,-116.38006,2580 COUNTRY CLUB ROAD,BORREGO SPRINGS,92004,3206,CA0112,https://www.sdcl.org
CAMPO-MORENA VILLAGE LIBRARY,SAN DIEGO COUNTY LIBRARY,(619) 478-5945,32.62440,-116.47540,31356 HIGHWAY 94,CAMPO,91906,3122,CA0112,https://www.sdcl.org
CARDIFF-BY-THE-SEA LIBRARY,SAN DIEGO COUNTY LIBRARY,(760) 753-4027,33.02203,-117.28144,2081 NEWCASTLE AVENUE,CARDIFF,92007,1724,CA0112,https://www.sdcl.org
CASA DE ORO LIBRARY,SAN DIEGO COUNTY LIBRARY,(619) 463-3236,32.74708,-116.98515,9805 CAMPO RD. #180,SPRING VALLEY,91977,1477,CA0112,https://www.sdcl.org
CREST LIBRARY,SAN DIEGO COUNTY LIBRARY,(619) 442-7083,32.80397,-116.86752,105 JUANITA LANE,EL CAJON,92021,4336,CA0112,https://www.sdcl.org
DEL MAR LIBRARY,SAN DIEGO COUNTY LIBRARY,(858) 755-1666,32.95787,-117.26426,1309 CAMINO DEL MAR,DEL MAR,92014,2507,CA0112,https://www.sdcl.org
DESCANSO LIBRARY,SAN DIEGO COUNTY LIBRARY,(619) 445-5279,32.85925,-116.61478,9545 RIVER DRIVE,DESCANSO,91916,,CA0112,https://www.sdcl.org
EL CAJON LIBRARY,SAN DIEGO COUNTY LIBRARY,(619) 588-3718,32.79310,-116.96068,201 E. DOUGLAS AVE,EL CAJON,92020,4561,CA0112,https://www.sdcl.org
ENCINITAS LIBRARY,SAN DIEGO COUNTY LIBRARY,(760) 753-7376,33.04561,-117.29088,540 CORNISH DR.,ENCINITAS,92024,4511,CA0112,https://www.sdcl.org
FALLBROOK LIBRARY,SAN DIEGO COUNTY LIBRARY,(760) 731-4650,33.38142,-117.25324,124 SOUTH MISSION ROAD,FALLBROOK,92028,2825,CA0112,https://www.sdcl.org
FLETCHER HILLS LIBRARY,SAN DIEGO COUNTY LIBRARY,(619) 466-1132,32.80188,-116.99777,576 GARFIELD AVE.,EL CAJON,92020,2734,CA0112,https://www.sdcl.org
IMPERIAL BEACH LIBRARY,SAN DIEGO COUNTY LIBRARY,(619) 424-6981,32.57683,-117.11632,810 IMPERIAL BEACH BLVD.,IMPERIAL BEACH,91932,2135,CA0112,https://www.sdcl.org
JACUMBA LIBRARY,SAN DIEGO COUNTY LIBRARY,(619) 766-4608,32.61733,-116.18713,44605 OLD HIGHWAY 80,JACUMBA,91934,,CA0112,https://www.sdcl.org
JULIAN LIBRARY,SAN DIEGO COUNTY LIBRARY,(760) 765-0370,33.07699,-116.59651,1850 HIGHWAY 78,JULIAN,92036,,CA0112,https://www.sdcl.org
LA MESA LIBRARY,SAN DIEGO COUNTY LIBRARY,(619) 469-2151,32.76623,-117.02328,8074 ALLISON AVE.,LA MESA,91942,6531,CA0112,https://www.sdcl.org
LAKESIDE LIBRARY,SAN DIEGO COUNTY LIBRARY,(619) 443-1811,32.85880,-116.92055,9839 VINE ST.,LAKESIDE,92040,3118,CA0112,https://www.sdcl.org
LEMON GROVE LIBRARY,SAN DIEGO COUNTY LIBRARY,(619) 463-9819,32.73866,-117.02936,3001 SCHOOL LANE,LEMON GROVE,91945,2546,CA0112,https://www.sdcl.org
LINCOLN ACRES LIBRARY,SAN DIEGO COUNTY LIBRARY,(619) 475-9880,32.66661,-117.07141,2725 GRANGER AVENUE,NATIONAL CITY,91950,7284,CA0112,https://www.sdcl.org
PINE VALLEY LIBRARY,SAN DIEGO COUNTY LIBRARY,(619) 473-8022,32.82368,-116.53135,28804 OLD HIGHWAY 80,PINE VALLEY,91962,,CA0112,https://www.sdcl.org
POTRERO LIBRARY,SAN DIEGO COUNTY LIBRARY,(619) 478-5978,32.61123,-116.61263,24883 POTRERO VALLEY ROAD,POTRERO,91963,4110,CA0112,https://www.sdcl.org
POWAY LIBRARY,SAN DIEGO COUNTY LIBRARY,(858) 513-2900,32.95599,-117.04580,13137 POWAY ROAD,POWAY,92064,4611,CA0112,https://www.sdcl.org
RAMONA LIBRARY,SAN DIEGO COUNTY LIBRARY,(760) 788-5270,33.03997,-116.87314,1275 MAIN STREET,RAMONA,92065,2124,CA0112,https://www.sdcl.org
RANCHO SAN DIEGO LIBRARY,SAN DIEGO COUNTY LIBRARY,(619) 660-5370,32.74941,-116.92902,11555 VIA RANCHO SAN DIEGO,EL CAJON,92019,5261,CA0112,https://www.sdcl.org
RANCHO SANTA FE LIBRARY,SAN DIEGO COUNTY LIBRARY,(858) 756-2512,33.02100,-117.20555,17040 AVENIDA DE ACACIAS,RANCHO SANTA FE,92067,,CA0112,https://www.sdcl.org
SAN MARCOS LIBRARY,SAN DIEGO COUNTY LIBRARY,(760) 891-3000,33.14124,-117.16053,2 CIVIC CENTER DRIVE,SAN MARCOS,92069,2949,CA0112,https://www.sdcl.org
SANTEE LIBRARY,SAN DIEGO COUNTY LIBRARY,(619) 448-1863,32.84504,-116.99741,9225 CARLTON HILLS BLVD. #17,SANTEE,92071,7902,CA0112,https://www.sdcl.org
SOLANA BEACH LIBRARY,SAN DIEGO COUNTY LIBRARY,(858) 755-1404,32.99443,-117.26260,157 STEVENS AVENUE,SOLANA BEACH,92075,2038,CA0112,https://www.sdcl.org
SPRING VALLEY LIBRARY,SAN DIEGO COUNTY LIBRARY,(619) 463-3006,32.71231,-117.00240,836 KEMPTON STREET,SPRING VALLEY,91977,4952,CA0112,https://www.sdcl.org
VALLEY CENTER LIBRARY,SAN DIEGO COUNTY LIBRARY,(760) 749-1305,33.24255,-117.02446,29200 COLE GRADE ROAD,VALLEY CENTER,92082,5880,CA0112,https://www.sdcl.org
VISTA LIBRARY,SAN DIEGO COUNTY LIBRARY,(760) 643-5100,33.20192,-117.23264,700 EUCALYPTUS AVE.,VISTA,92084,6245,CA0112,https://www.sdcl.org
ALLIED GARDENS/BENJAMIN BRANCH LIBRARY,SAN DIEGO PUBLIC LIBRARY,(619) 533-3970,32.79311,-117.08148,5188 ZION AVE.,SAN DIEGO,92120,2792,CA0113,http://www.sandiego.gov/public-library
BALBOA BRANCH LIBRARY,SAN DIEGO PUBLIC LIBRARY,(858) 573-1390,32.82236,-117.17495,4255 MT. ABERNATHY AVE.,SAN DIEGO,92117,5098,CA0113,http://www.sandiego.gov/public-library
BECKWOURTH BRANCH LIBRARY,SAN DIEGO PUBLIC LIBRARY,(619) 527-3404,32.69803,-117.10262,721 SAN PASQUAL ST.,SAN DIEGO,92113,1839,CA0113,http://www.sandiego.gov/public-library
CARMEL MOUNTAIN RANCH BRANCH LIBRARY,SAN DIEGO PUBLIC LIBRARY,(858) 538-8181,32.98166,-117.07375,12095 WORLD TRADE DR.,SAN DIEGO,92128,3709,CA0113,http://www.sandiego.gov/public-library
CARMEL VALLEY BRANCH LIBRARY,SAN DIEGO PUBLIC LIBRARY,(858) 552-1668,32.95224,-117.23069,3919 TOWNSGATE DR.,SAN DIEGO,92130,2584,CA0113,http://www.sandiego.gov/public-library
CITY HEIGHTS WEINGART BRANCH LIBRARY,SAN DIEGO PUBLIC LIBRARY,(619) 641-6100,32.74745,-117.10037,3795 FAIRMOUNT AVE.,SAN DIEGO,92105,1693,CA0113,http://www.sandiego.gov/public-library
CLAIREMONT BRANCH LIBRARY,SAN DIEGO PUBLIC LIBRARY,(858) 581-9935,32.79363,-117.19400,2920 BURGENER BLVD.,SAN DIEGO,92110,1027,CA0113,http://www.sandiego.gov/public-library
COLLEGE-ROLANDO BRANCH LIBRARY,SAN DIEGO PUBLIC LIBRARY,(619) 533-3902,32.76937,-117.05610,6600 MONTEZUMA ROAD,SAN DIEGO,92115,3905,CA0113,http://www.sandiego.gov/public-library
KENSINGTON/NORMAL HEIGHTS BRANCH LIBRARY,SAN DIEGO PUBLIC LIBRARY,(619) 533-3974,32.76307,-117.10679,4121 ADAMS AVE.,SAN DIEGO,92116,2507,CA0113,http://www.sandiego.gov/public-library
LINDA VISTA BRANCH LIBRARY,SAN DIEGO PUBLIC LIBRARY,(858) 573-1399,32.78329,-117.17002,2160 ULRIC ST.,SAN DIEGO,92111,6628,CA0113,http://www.sandiego.gov/public-library
LOGAN HEIGHTS BRANCH LIBRARY,SAN DIEGO PUBLIC LIBRARY,(619) 533-3968,32.69997,-117.13319,567 S. 28TH ST.,SAN DIEGO,92113,2498,CA0113,http://www.sandiego.gov/public-library
"MALCOLM X LIBRARY & PERFORMING ARTS CENTER, VALENCIA PARK",SAN DIEGO PUBLIC LIBRARY,(619) 527-3405,32.71076,-117.08391,5148 MARKET ST.,SAN DIEGO,92114,4899,CA0113,http://www.sandiego.gov/public-library
MIRA MESA BRANCH LIBRARY,SAN DIEGO PUBLIC LIBRARY,(858) 538-8165,32.91522,-117.14266,8405 NEW SALEM ST.,SAN DIEGO,92126,2398,CA0113,http://www.sandiego.gov/public-library
MISSION HILLS BRANCH LIBRARY,SAN DIEGO PUBLIC LIBRARY,(619) 692-4910,32.74960,-117.17196,925 W. WASHINGTON STREET,SAN DIEGO,92103,1895,CA0113,http://www.sandiego.gov/public-library
MISSION VALLEY,SAN DIEGO PUBLIC LIBRARY,(858) 487-3751,32.77926,-117.12689,2123 FENTON PKWY,SAN DIEGO,92108,4739,CA0113,http://www.sandiego.gov/public-library
NORTH CLAIREMONT BRANCH LIBRARY,SAN DIEGO PUBLIC LIBRARY,(858) 581-9931,32.82837,-117.20650,4616 CLAIREMONT DR.,SAN DIEGO,92117,2701,CA0113,http://www.sandiego.gov/public-library
NORTH PARK BRANCH LIBRARY,SAN DIEGO PUBLIC LIBRARY,(619) 533-3972,32.74720,-117.12680,3795 31ST ST.,SAN DIEGO,92104,3720,CA0113,http://www.sandiego.gov/public-library
NORTH UNIVERSITY COMMUNITY BRANCH LIBRARY,SAN DIEGO PUBLIC LIBRARY,(858) 581-9637,32.86762,-117.19917,8820 JUDICIAL DRIVE,SAN DIEGO,92122,4684,CA0113,http://www.sandiego.gov/public-library
OAK PARK BRANCH LIBRARY,SAN DIEGO PUBLIC LIBRARY,(619) 527-3406,32.73505,-117.08008,2802 54TH ST.,SAN DIEGO,92105,4941,CA0113,http://www.sandiego.gov/public-library
OCEAN BEACH BRANCH LIBRARY,SAN DIEGO PUBLIC LIBRARY,(619) 531-1532,32.74548,-117.24722,4801 SANTA MONICA AVE.,SAN DIEGO,92107,2810,CA0113,http://www.sandiego.gov/public-library
OTAY MESA BRANCH LIBRARY,SAN DIEGO PUBLIC LIBRARY,(619) 424-0474,32.57668,-117.06796,3003 CORONADO AVE.,SAN DIEGO,92154,1521,CA0113,http://www.sandiego.gov/public-library
PACIFIC BEACH/TAYLOR BRANCH LIBRARY,SAN DIEGO PUBLIC LIBRARY,(858) 581-9934,32.79421,-117.24993,4275 CASS ST.,SAN DIEGO,92109,3194,CA0113,http://www.sandiego.gov/public-library
PARADISE HILLS BRANCH LIBRARY,SAN DIEGO PUBLIC LIBRARY,(619) 527-3461,32.67267,-117.06118,5922 RANCHO HILLS DR.,SAN DIEGO,92139,3137,CA0113,http://www.sandiego.gov/public-library
