Location,Main Library Name,10.15 Phone,Address,10.7 City,Zip Code,10.9 Zip+4 Code,URL
Manteca Library,STOCKTON-SAN JOAQUIN COUNTY PUBLIC LIBRARY,(866) 805-7323,320 W. Center St.,MANTECA,95336,4539.0,http://www.ssjcpl.org
Maya Angelou Library,STOCKTON-SAN JOAQUIN COUNTY PUBLIC LIBRARY,(209) 937-8221,2324 Pock Lane,STOCKTON,95205,7821.0,http://www.ssjcpl.org
Mountain House Branch Library,STOCKTON-SAN JOAQUIN COUNTY PUBLIC LIBRARY,(209) 805-7323,201 East Main Street,MOUNTAIN HOUSE,95391,3050.0,http://www.ssjcpl.org
Ripon Library,STOCKTON-SAN JOAQUIN COUNTY PUBLIC LIBRARY,(866) 805-7323,333 W. Main St.,RIPON,95366,2439.0,http://www.ssjcpl.org
Stockton-San Joaquin County Public Library,STOCKTON-SAN JOAQUIN COUNTY PUBLIC LIBRARY,(209) 937-8221,605 N. El Dorado St.,STOCKTON,95202,1999.0,http://www.ssjcpl.org
Stribley Micro Library,STOCKTON-SAN JOAQUIN COUNTY PUBLIC LIBRARY,(209) 937-8221,1760 E. Sonora St.,STOCKTON,95205,6202.0,http://www.ssjcpl.org
Thornton Library,STOCKTON-SAN JOAQUIN COUNTY PUBLIC LIBRARY,(866) 805-7323,26341 N. Thornton Rd.,THORNTON,95686,518.0,http://www.ssjcpl.org
Tracy Library,STOCKTON-SAN JOAQUIN COUNTY PUBLIC LIBRARY,(866) 805-7323,20 E. Eaton Ave,TRACY,95376,3599.0,http://www.ssjcpl.org
Troke Library,STOCKTON-SAN JOAQUIN COUNTY PUBLIC LIBRARY,(209) 937-8221,502 W. Benjamin Holt Dr.,STOCKTON,95207,3860.0,http://www.ssjcpl.org
Weston Ranch Branch Library,STOCKTON-SAN JOAQUIN COUNTY PUBLIC LIBRARY,(209) 937-8221,1453 W. French Camp Road,STOCKTON,95206,6212.0,http://www.ssjcpl.org
Van Buskirk,STOCKTON-SAN JOAQUIN COUNTY PUBLIC LIBRARY,(209) 937-7358,734 Houston Ave.,STOCKTON,95206,2967.0,http://www.ssjcpl.org
Sunnyvale Public Library,SUNNYVALE PUBLIC LIBRARY,(408) 730-7314,665 W. Olive Ave.,SUNNYVALE,94086,7622.0,http://www.sunnyvalelibrary.org
Barber Branch Library,SUTTER COUNTY LIBRARY,(530) 695-2021,10321 Live Oak Blvd.,LIVE OAK,95953,2015.0,http://www.co.sutter.ca.us/doc/government/depts/library/library
Sutter Branch Library,SUTTER COUNTY LIBRARY,(530) 755-0485,2147 California St.,SUTTER,95982,2546.0,http://www.co.sutter.ca.us/doc/government/depts/library/library
Sutter County Library,SUTTER COUNTY LIBRARY,(530) 822-7137,750 Forbes Ave.,YUBA CITY,95991,3891.0,http://www.co.sutter.ca.us/doc/government/depts/library/library
Corning Branch Library,TEHAMA COUNTY LIBRARY,(530) 824-7050,740 Third St.,CORNING,96021,2517.0,http://www.tehamacountylibrary.org
Los Molinos Branch Library,TEHAMA COUNTY LIBRARY,(530) 384-2772,7881 Highway 99E,LOS MOLINOS,96055,9701.0,http://www.tehamacountylibrary.org
Tehama County Library,TEHAMA COUNTY LIBRARY,(530) 527-0604,545 Diamond Ave.,RED BLUFF,96080,4302.0,http://www.tehamacountylibrary.org
Newbury Park Library,THOUSAND OAKS LIBRARY,(805) 498-2139,2331 Borchard Road,NEWBURY PARK,91320,3206.0,http://www.tolibrary.org
Thousand Oaks Library,THOUSAND OAKS LIBRARY,(805) 449-2660,1401 E. Janss Rd.,THOUSAND OAKS,91362,2199.0,http://www.tolibrary.org
El Retiro Branch Library,TORRANCE PUBLIC LIBRARY,(310) 375-0922,126 Vista Del Parque,REDONDO BEACH,90277,6112.0,http://www.Library.TorranceCA.gov
Henderson Branch Library,TORRANCE PUBLIC LIBRARY,(310) 371-2075,4805 Emerald St.,TORRANCE,90503,2899.0,http://www.Library.TorranceCA.gov
Katy Geissert Civic Center Library,TORRANCE PUBLIC LIBRARY,(310) 618-5950,3301 Torrance Blvd.,TORRANCE,90503,5059.0,http://www.Library.TorranceCA.gov
North Torrance Branch Library,TORRANCE PUBLIC LIBRARY,(310) 323-7200,3604 Artesia Blvd.,TORRANCE,90504,3315.0,http://www.Library.TorranceCA.gov
Southeast Branch Library,TORRANCE PUBLIC LIBRARY,(310) 530-5044,23115 S. Arlington Ave.,TORRANCE,90501,5816.0,http://www.Library.TorranceCA.gov
Walteria Branch Library,TORRANCE PUBLIC LIBRARY,(310) 375-8418,3815 W. 242Nd St.,TORRANCE,90505,6410.0,http://www.Library.TorranceCA.gov
Hayfork Branch Library,TRINITY COUNTY FREE LIBRARY,(530) 628-5427,6641 A State Hwy. 3,HAYFORK,96041,,http://library.trinitycounty.org
Trinity Center Branch Library,TRINITY COUNTY FREE LIBRARY,(530) 266-3242,"Scott Museum, Airport Rd.",TRINITY CENTER,96091,,http://library.trinitycounty.org
Trinity County Free Library,TRINITY COUNTY FREE LIBRARY,(530) 623-1373,351 Main St.,WEAVERVILLE,96093,,http://library.trinitycounty.org
Alpaugh Branch Library,TULARE COUNTY FREE LIBRARY,(559) 949-8355,3816 Ave. 54,ALPAUGH,93201,,http://www.tularecountylibrary.org
Dinuba Branch Library,TULARE COUNTY FREE LIBRARY,(559) 591-5828,150 S. I St.,DINUBA,93618,2399.0,http://www.tularecountylibrary.org
Earlimart Library,TULARE COUNTY FREE LIBRARY,(661) 849-2525,780 E. Washington St.,EARLIMART,93219,,http://www.tularecountylibrary.org
Exeter Library,TULARE COUNTY FREE LIBRARY,(559) 592-5361,230 E. Chestnut,EXETER,93221,1712.0,http://www.tularecountylibrary.org
Farmersville Branch Library,TULARE COUNTY FREE LIBRARY,(559) 592-0001,623 N. Avery Ave.,FARMERSVILLE,93223,1250.0,http://www.tularecountylibrary.org
Ivanhoe Library,TULARE COUNTY FREE LIBRARY,(559) 798-1264,15964 Heather,IVANHOE,93235,1253.0,http://www.tularecountylibrary.org
Lindsay Branch Library,TULARE COUNTY FREE LIBRARY,(559) 562-3021,157 N Mirage St,LINDSAY,93247,,http://www.tularecountylibrary.org
London Branch Library,TULARE COUNTY FREE LIBRARY,(559) 591-1017,5711 Ave. 378,DINUBA,93618,9017.0,http://www.tularecountylibrary.org
Orosi/Cutler Branch Library,TULARE COUNTY FREE LIBRARY,(559) 591-5830,12646 Ave. 416,OROSI,93647,2018.0,http://www.tularecountylibrary.org
Pixley Library,TULARE COUNTY FREE LIBRARY,(559) 757-1010,"927 S Center St, #B",PIXLEY,93256,,http://www.tularecountylibrary.org
Springville Library,TULARE COUNTY FREE LIBRARY,(559) 539-2624,35800 Hwy 190 (Sequoia Dawn),SPRINGVILLE,93265,,http://www.tularecountylibrary.org
Strathmore Library,TULARE COUNTY FREE LIBRARY,(559) 568-1087,19646 Road 230,STRATHMORE,93267,9608.0,http://www.tularecountylibrary.org
Terra Bella Library,TULARE COUNTY FREE LIBRARY,(559) 535-5583,23825 Ave. 92,TERRA BELLA,93270,9756.0,http://www.tularecountylibrary.org
Three Rivers Library,TULARE COUNTY FREE LIBRARY,(559) 561-4564,42052 Eggers Dr.,THREE RIVERS,93271,9774.0,http://www.tularecountylibrary.org
Tipton Library,TULARE COUNTY FREE LIBRARY,(559) 752-4236,301 E. Woods Ave.,TIPTON,93272,,http://www.tularecountylibrary.org
Visalia Branch,TULARE COUNTY FREE LIBRARY,(559) 713-2700,200 W. Oak,VISALIA,93291,4993.0,http://www.tularecountylibrary.org
Woodlake Library,TULARE COUNTY FREE LIBRARY,(559) 564-4824,400 W. Whitney,WOODLAKE,93286,1240.0,http://www.tularecountylibrary.org
Tulare Public Library,TULARE PUBLIC LIBRARY,(559) 685-4500,475 North M Street,TULARE,93274,3857.0,http://www.tularepubliclibrary.org
Groveland Library,TUOLUMNE COUNTY LIBRARY,(209) 962-6144,18990 Hwy 120,GROVELAND,95321,,http://www.tuolumnecounty.ca.gov/library
Tuolumne City Library,TUOLUMNE COUNTY LIBRARY,(209) 928-3612,18636 Main St.,TUOLUMNE,95379,9657.0,http://www.tuolumnecounty.ca.gov/library
Tuolumne County Library,TUOLUMNE COUNTY LIBRARY,(209) 533-5945,480 Greenley Rd.,SONORA,95370,5956.0,http://www.tuolumnecounty.ca.gov/library
Twain Harte Library,TUOLUMNE COUNTY LIBRARY,(209) 586-4501,18701 Tiffeni Suite 1F,TWAIN HARTE,95383,9657.0,http://www.tuolumnecounty.ca.gov/library
Upland Public Library,UPLAND PUBLIC LIBRARY,(909) 931-4200,450 N. Euclid Ave,UPLAND,91786,4732.0,https://www.ci.upland.ca.us/library
Avenue Library,VENTURA COUNTY LIBRARY,(805) 643-6393,606 N. Ventura Ave.,VENTURA,93001,1943.0,http://www.vencolibrary.org
E. P. Foster Library,VENTURA COUNTY LIBRARY,(805) 648-2715,651 E. Main St.,VENTURA,93001,2814.0,http://www.vencolibrary.org
Fillmore Library,VENTURA COUNTY LIBRARY,(805) 524-3355,502 Second St.,FILLMORE,93015,1302.0,http://www.vencolibrary.org
Hill Road Library,VENTURA COUNTY LIBRARY,(805) 677-7180,1070 S. Hill Rd.,VENTURA,93003,,http://www.vencolibrary.org
Meiners Oaks Library,VENTURA COUNTY LIBRARY,(805) 646-4804,114 N. Padre Juan Ave.,MEINERS OAKS,93023,2227.0,http://www.vencolibrary.org
Oak Park Library,VENTURA COUNTY LIBRARY,(818) 889-2239,899 N Kanan Rd.,OAK PARK,91377,3904.0,http://www.vencolibrary.org
Oak View Library,VENTURA COUNTY LIBRARY,(805) 649-1523,555 Mahoney Ave.,OAK VIEW,93022,9449.0,http://www.vencolibrary.org
Ojai Library,VENTURA COUNTY LIBRARY,(805) 646-1639,111 E. Ojai Ave.,OJAI,93023,3209.0,http://www.vencolibrary.org
Piru Library,VENTURA COUNTY LIBRARY,(805) 521-1753,3811 Center St.,PIRU,93040,310.0,http://www.vencolibrary.org
Ray D. Prueter - Port Hueneme Library,VENTURA COUNTY LIBRARY,(805) 486-5460,510 Park Ave.,PORT HUENEME,93041,2555.0,http://www.vencolibrary.org
Saticoy Library,VENTURA COUNTY LIBRARY,(805) 671-5148,1292 Los Angeles Ave.,VENTURA,93004,,http://www.vencolibrary.org
Soliz Library,VENTURA COUNTY LIBRARY,(805) 485-4515,2820 Jourdan St.,OXNARD,93036,1611.0,http://www.vencolibrary.org
Museum Of Ventura County Research Library,VENTURA COUNTY LIBRARY,(805) 653-0323,100 E. Main St.,VENTURA,93001,2814.0,http://www.vencolibrary.org
Victorville City Library,VICTORVILLE CITY LIBRARY,(760) 245-4222,15011 Circle Drive,VICTORVILLE,92395,3914.0,https://www.victorvilleca.gov/library/
Freedom Branch Library,WATSONVILLE PUBLIC LIBRARY,(831) 768-3420,2021 Freedom Blvd.,FREEDOM,95019,2811.0,http://www.watsonvillelibrary.org
Watsonville Main Library,WATSONVILLE PUBLIC LIBRARY,(831) 768-3400,"275 Main St., Suite 100",WATSONVILLE,95076,4695.0,http://www.watsonvillelibrary.org
Whittier Depot,WHITTIER PUBLIC LIBRARY,(562) 567-9900,7333 Greenleaf Avenue,WHITTIER,90602,1621.0,https://www.whittierlibrary.org/
Whittier Public Library,WHITTIER PUBLIC LIBRARY,(562) 567-9900,7344 S. Washington Ave.,WHITTIER,90602,1778.0,https://www.whittierlibrary.org/
Whittwood Branch Library,WHITTIER PUBLIC LIBRARY,(562) 567-9950,10537 Santa Gertrudes Ave.,WHITTIER,90603,2760.0,https://www.whittierlibrary.org/
Bayliss Branch Library,WILLOWS PUBLIC LIBRARY,(916) 934-2287,7830 Road 39,GLENN,95943,,http://www.cityofwillows.org
Elk Creek Branch Library,WILLOWS PUBLIC LIBRARY,(916) 968-5238,3432 County Road 309,ELK CREEK,95939,,http://www.cityofwillows.org
Willows Public Library,WILLOWS PUBLIC LIBRARY,(530) 934-5156,201 N. Lassen St.,WILLOWS,95988,2794.0,http://www.cityofwillows.org
Woodland Public Library,WOODLAND PUBLIC LIBRARY,(530) 661-5980,250 First St.,WOODLAND,95695,3411.0,http://www.cityofwoodland.org/library
A. F. Turner Branch Library,YOLO COUNTY LIBRARY,(916) 375-6465,1212 Merkley Avenue,WEST SACRAMENTO,95691,2710.0,https://yolocountylibrary.org/
Clarksburg Branch Library,YOLO COUNTY LIBRARY,(916) 744-1755,52915 Netherlands Ave.,CLARKSBURG,95612,229.0,https://yolocountylibrary.org/
Davis Branch Library,YOLO COUNTY LIBRARY,(530) 757-5593,315 E. 14Th St.,DAVIS,95616,2029.0,https://yolocountylibrary.org/
Esparto Branch Library  - Esparto Union High,YOLO COUNTY LIBRARY,(530) 787-3426,17065 Yolo Ave.,ESPARTO,95627,2081.0,https://yolocountylibrary.org/
Knights Landing Branch Library,YOLO COUNTY LIBRARY,(530) 735-6593,42351 Third St.,KNIGHTS LANDING,95645,517.0,https://yolocountylibrary.org/
Winters Branch Library,YOLO COUNTY LIBRARY,(530) 795-4955,708 Railroad Avenue,WINTERS,95694,1646.0,https://yolocountylibrary.org/
Yolo Branch Library,YOLO COUNTY LIBRARY,(530) 662-2363,37750 Sacramento St.,YOLO,95697,156.0,https://yolocountylibrary.org/
Yorba Linda Public Library,YORBA LINDA PUBLIC LIBRARY,(714) 777-2873,4852 Lakeview Ave.,YORBA LINDA,92886,3433.0,www.ylpl.org
Yuba County Library,YUBA COUNTY LIBRARY,(530) 749-7380,303 Second St.,MARYSVILLE,95901,6011.0,http://library.yuba.org
